Rank,Player Name,Team,Pos,GP,MIN,Position Group,PTS,PTS_Grade,FG%,FG%_Grade,FT%,FT%_Grade,3P%,3P%_Grade,REB,REB_Grade,AST,AST_Grade,STL,STL_Grade,BLK,BLK_Grade,OVR_Grade
2473,Adam Hinton,Cornell,G,25,10.8,G,4.1,69,42.1,80,78.3,83,37.7,85,1.6,70,0.5,69,0.4,69,0.1,75,75
2474,Malik Edmead,Merrimack,G,27,12.8,G,4.1,69,39.3,75,48.4,60,38.9,87,1.3,68,1.3,75,1.0,82,0.1,75,73
2475,Roberts Blums,Davidson,G,27,15.0,G,4.1,69,33.6,66,60.0,67,28.2,74,1.7,71,0.7,70,0.3,67,0.0,71,69
2476,Zaakir Sawyer,Prairie View A&M,G,28,14.2,G,4.1,69,51.0,95,53.3,62,0.0,60,1.9,72,0.6,70,0.9,80,0.3,84,74
2477,Brandton Chatfield,Iowa State,F,29,14.7,F,4.1,72,64.4,96,70.6,83,0.0,66,3.2,74,0.3,70,0.3,72,0.6,80,76
2478,Brennen Burns,Sam Houston,G,29,20.0,G,4.1,69,42.5,81,84.0,88,41.2,90,1.7,71,2.7,85,1.1,84,0.0,71,79
2479,Greg Gantt Jr.,UNC Asheville,F,30,27.2,F,4.1,72,60.3,91,68.0,81,0.0,66,5.9,87,3.3,99,1.2,96,0.6,80,84
2480,Andrew King,Elon,G,31,26.0,G,4.1,69,35.2,69,59.4,67,31.1,77,4.2,88,3.2,89,0.7,76,0.0,71,75
2481,Yacine Toumi,Seton Hall,F,26,16.8,F,4.0,72,37.6,66,48.8,67,23.5,79,2.8,72,0.8,77,0.5,77,0.5,78,73
2482,Isaac Johnson,Utah State,C,26,9.5,C,4.0,73,43.7,63,72.2,88,32.7,88,1.8,68,0.3,72,0.4,79,0.2,69,75
2483,Tafara Gapare,Maryland,F,26,11.8,F,4.0,72,49.4,79,63.0,78,37.5,87,2.2,69,0.2,69,0.4,74,0.8,84,76
2484,Dailliss Cox,Chicago State,F,26,14.7,F,4.0,72,43.9,73,71.4,84,25.0,80,2.8,72,0.4,72,0.6,80,0.1,69,75
2485,Del Jones,Clemson,G,27,11.4,G,4.0,69,42.9,81,73.3,79,35.0,82,1.4,69,1.0,73,0.2,65,0.0,71,73
2486,Zach Martini,Rutgers,C,27,17.0,C,4.0,73,42.2,61,68.4,85,36.6,90,2.0,69,0.5,75,0.4,79,0.1,68,75
2487,Cade Gibbs,Marshall,F,28,13.3,F,4.0,72,44.0,73,72.7,85,27.3,81,2.6,71,0.4,72,0.8,85,0.2,71,76
2488,Emmanuel Okpomo,New Hampshire,F,29,18.9,F,4.0,72,48.5,78,48.9,67,0.0,66,5.1,83,0.3,70,0.6,80,0.5,78,74
2489,Gabe Sisk,East Tennessee State,G,29,13.0,G,4.0,69,39.6,76,71.9,77,20.4,64,2.8,78,0.7,70,0.8,78,0.1,75,73
2490,Anthony Arrington Jr.,Wofford,G,29,15.4,G,4.0,69,32.6,65,66.7,73,26.7,72,2.3,75,1.0,73,0.6,74,0.1,75,72
2491,Chris Loofe,Middle Tennessee,F,29,13.3,F,4.0,72,51.7,82,52.4,70,20.8,78,3.3,75,0.2,69,0.1,66,1.1,90,75
2492,Rongie Gordon,Kennesaw State,F,30,23.0,F,4.0,72,40.2,69,79.2,89,20.0,77,6.4,90,1.9,92,0.7,82,0.9,86,82
2493,Mayuom Buom,South Dakota,F,26,10.6,F,4.0,72,67.7,99,66.7,80,0.0,66,1.9,68,0.3,70,0.2,69,0.4,76,75
2494,Jahseem Felton,Seton Hall,G,23,17.4,G,4.0,69,33.7,66,77.3,82,34.6,82,1.3,68,0.7,70,0.3,67,0.0,71,71
2495,Caleb Williams,Georgetown,F,26,20.0,F,4.0,72,43.5,73,63.2,78,31.6,84,3.7,77,0.8,77,0.5,77,0.3,74,76
2496,Bryant Selebangue,McNeese,F,30,14.9,F,4.0,72,64.6,96,47.4,66,0.0,66,4.4,80,0.5,73,0.6,80,0.2,71,75
2497,Trevor Smith,Hampton,G,31,11.9,G,4.0,69,30.3,61,72.3,78,24.3,69,1.0,66,1.2,74,0.4,69,0.0,71,69
2498,Aidan Burke,UC San Diego,G,30,13.6,G,4.0,69,40.4,77,57.1,65,36.4,84,1.3,68,0.6,70,0.4,69,0.0,71,71
2499,Hamed Olayinka,Samford,F,31,11.1,F,4.0,72,65.1,96,55.2,72,0.0,66,2.5,71,0.3,70,0.9,88,1.3,95,78
2500,Ring Nyeri,Kansas City,F,30,13.6,F,4.0,72,44.8,74,77.8,88,36.2,86,2.3,70,0.4,72,0.5,77,0.7,82,77
2501,Mason Ritter,Columbia,F,25,11.5,F,4.0,72,67.8,99,69.0,82,0.0,66,2.0,68,0.8,77,0.4,74,0.6,80,77
2502,AJ Levine,Penn,G,24,21.4,G,4.0,69,31.2,62,65.4,72,23.9,69,2.6,77,2.1,81,1.1,84,0.1,75,73
2503,Kavon Bradford,Buffalo,G,27,10.5,G,4.0,69,44.2,83,60.3,68,41.7,90,1.6,70,1.2,74,0.4,69,0.3,84,75
2504,Jamine Charles,Florida A&M,F,27,15.7,F,4.0,72,59.7,90,64.7,79,0.0,66,3.2,74,0.7,76,0.2,69,0.6,80,75
2505,Trae Benham,High Point,G,31,14.8,G,4.0,69,39.8,76,76.5,81,36.8,84,2.3,75,0.3,67,0.3,67,0.0,71,73
2506,Anthony Blunt,UMass Lowell,G,30,19.6,G,4.0,69,38.4,74,76.7,81,23.8,68,3.3,82,1.9,79,0.6,74,0.0,71,74
2507,Enoch Boakye,Villanova,F,30,21.2,F,4.0,72,64.7,96,79.5,90,0.0,66,6.0,88,0.3,70,0.3,72,0.7,82,79
2508,Xzavier Lino,UMass Lowell,F,30,12.4,F,4.0,72,44.9,74,65.2,79,33.3,85,1.7,67,0.5,73,0.3,72,0.0,67,73
2509,Rikus Schulte,UC Riverside,F,29,15.5,F,4.0,72,54.8,85,69.2,82,23.5,79,3.6,76,0.4,72,0.3,72,0.2,71,76
2510,Jace Carter,Texas A&M,G,28,18.0,G,4.0,69,37.3,72,45.7,60,23.7,68,3.5,83,0.5,69,0.7,76,0.2,80,72
2511,Florian Tenebay,South Carolina State,G,28,17.9,G,4.0,69,35.2,69,63.3,70,33.3,80,2.9,79,1.6,77,1.0,82,0.0,71,74
2512,Jayden Cooper,South Alabama,G,26,13.5,G,4.0,69,32.8,65,43.8,60,26.3,72,1.1,67,0.7,70,0.6,74,0.0,71,68
2513,Malik Rasul,Lafayette,F,25,11.0,F,4.0,72,45.2,74,50.0,68,22.2,78,2.0,68,0.6,74,0.4,74,0.2,71,72
2514,Kelechi Okworogwo,North Carolina Central,F,24,9.4,F,4.0,72,46.9,76,63.0,78,28.6,82,2.4,70,0.3,70,0.5,77,0.3,74,74
2515,Paul McNeil,NC State,G,22,8.0,G,4.0,69,44.6,84,72.7,78,36.1,84,1.3,68,0.8,71,0.2,65,0.1,75,74
2516,AJ McGinnis,Wichita State,G,28,14.2,G,3.9,69,38.5,74,81.8,86,34.6,82,0.5,63,0.4,68,0.2,65,0.1,75,72
2517,Tyler Betsey,Cincinnati,F,28,12.6,F,3.9,71,37.5,66,53.8,71,32.9,85,1.7,67,0.3,70,0.0,63,0.1,69,70
2518,Rich Rolf,Charlotte,F,28,18.1,F,3.9,71,32.8,61,72.0,84,21.9,78,2.9,73,0.5,73,0.3,72,0.2,71,72
2519,Jacob Hudson,Gardner-Webb,G,25,13.2,G,3.9,69,43.3,82,50.0,60,5.0,60,1.4,69,0.8,71,0.6,74,0.0,71,69
2520,Isaia Howard,Drake,G,25,14.8,G,3.9,69,42.9,81,48.0,60,27.6,73,2.7,78,0.9,72,1.0,82,0.3,84,74
2521,Brett Decker Jr.,Liberty,G,22,7.1,G,3.9,69,40.3,77,90.5,93,39.5,88,0.6,63,0.5,69,0.0,61,0.0,71,73
2522,Jalal McKie,North Carolina A&T,G,31,16.9,G,3.9,69,33.6,66,64.7,71,21.0,65,2.1,74,0.2,67,0.1,63,0.3,84,69
2523,Luke Flynn,Wofford,G,30,19.7,G,3.9,69,35.2,69,70.0,76,33.7,81,3.0,80,1.3,75,0.4,69,0.1,75,74
2524,Yusuf Jihad,Eastern Michigan,F,29,10.4,F,3.9,71,40.2,69,81.5,91,33.3,85,1.2,65,0.2,69,0.2,69,0.1,69,73
2525,Caleb Middleton,New Hampshire,C,29,12.2,C,3.9,73,61.5,84,63.0,82,0.0,73,3.7,76,0.3,72,0.3,76,0.4,72,76
2526,Macon Emory,Delaware,F,29,16.5,F,3.9,71,39.4,68,72.2,84,33.3,85,3.0,73,0.7,76,0.6,80,0.7,82,77
2527,Brentay Noel,Southern,C,28,12.5,C,3.9,73,56.2,78,48.1,71,18.2,81,3.5,75,0.6,76,0.7,90,0.9,80,78
2528,Mike Woods,Navy,F,27,13.5,F,3.9,71,50.6,80,83.3,92,18.2,76,2.4,70,0.9,78,1.0,91,0.2,71,78
2529,Miles Webb,Saint Francis (PA),F,27,11.0,F,3.9,71,59.4,90,75.0,86,18.2,76,3.0,73,1.0,80,0.2,69,0.3,74,77
2530,Aaron Hunkin-Claytor,Hawaii,G,27,17.4,G,3.9,69,41.2,79,71.1,77,40.0,88,2.1,74,2.3,82,0.7,76,0.1,75,77
2531,Shawn Fulcher,Alabama State,G,25,10.6,G,3.9,69,41.1,78,64.3,71,22.7,67,1.0,66,1.4,76,0.6,74,0.0,71,71
2532,Luke Kasubke,North Dakota State,G,31,13.6,G,3.9,69,39.4,76,82.1,86,36.5,84,2.2,74,0.5,69,0.4,69,0.0,71,74
2533,Torian Lee,UC Irvine,G,30,14.7,G,3.9,69,43.8,83,75.0,80,40.0,88,1.0,66,0.6,70,0.8,78,0.1,75,76
2534,Carlos Rosario,Oral Roberts,F,22,14.4,F,3.9,71,43.3,72,69.2,82,32.1,84,2.0,68,0.5,73,0.5,77,0.1,69,74
2535,Jemal Davis,UNC Asheville,F,29,13.2,F,3.9,71,50.0,80,56.1,73,25.0,80,2.4,70,0.7,76,0.6,80,0.3,74,75
2536,Robert Miller III,Louisiana State,F,29,15.2,F,3.9,71,58.4,89,65.5,79,17.6,76,3.0,73,0.7,76,0.4,74,0.9,86,78
2537,Evan Mahaffey,Ohio State,G,29,18.7,G,3.9,69,67.1,99,37.1,60,50.0,99,3.1,81,0.9,72,0.8,78,1.0,99,82
2538,Patrick Wessler,Virginia Tech,C,28,10.4,C,3.9,73,60.3,83,69.0,86,0.0,73,2.9,72,0.2,71,0.1,69,0.3,71,74
2539,Luka Savicevic,Lafayette,G,28,17.6,G,3.9,69,35.6,69,54.5,63,29.7,76,1.5,69,1.8,79,0.5,71,0.0,71,70
2540,Houran Dan,Seattle U,C,28,11.7,C,3.9,73,51.4,72,70.6,87,0.0,73,2.3,70,0.1,70,0.1,69,0.5,74,73
2541,Alston Andrews,Delaware State,F,27,23.1,F,3.9,71,45.7,75,64.5,79,0.0,66,4.4,80,0.6,74,1.1,93,0.4,76,76
2542,Chase McKey,Western Carolina,F,27,16.9,F,3.9,71,48.8,78,71.4,84,0.0,66,3.9,78,0.8,77,0.4,74,0.1,69,74
2543,Ben Knostman,Lehigh,G,27,20.0,G,3.9,69,45.2,85,55.0,63,37.8,86,2.7,78,2.9,87,0.9,80,0.1,75,77
2544,Kael Combs,Drake,G,26,12.8,G,3.8,69,54.2,99,76.9,82,15.4,60,1.8,72,0.8,71,0.3,67,0.1,75,74
2545,Kaspar Sepp,Valparaiso,F,31,19.7,F,3.8,71,47.8,77,73.3,85,32.1,84,5.9,87,1.5,86,0.3,72,0.2,71,79
2546,Devan Sapp,UMBC,G,30,11.6,G,3.8,69,39.6,76,81.8,86,31.4,78,1.2,67,0.5,69,0.2,65,0.0,71,72
2547,Shilo Jackson,Texas A&M-Corpus Christi,C,24,10.2,C,3.8,73,60.3,83,65.6,83,33.3,88,2.5,71,0.3,72,0.3,76,0.5,74,77
2548,Sam Silverstein,California Baptist,G,28,25.4,G,3.8,69,38.4,74,70.3,76,16.1,60,5.6,98,1.4,76,1.1,84,0.6,97,79
2549,Zach Kraft,North Dakota,G,28,11.0,G,3.8,69,43.7,83,50.0,60,39.7,88,0.6,63,0.4,68,0.2,65,0.0,71,70
2550,Nils Cooper,UC Davis,G,27,16.9,G,3.8,69,50.0,93,76.2,81,10.0,60,3.2,81,0.6,70,0.5,71,0.1,75,75
2551,Oscar Berry,North Florida,G,32,22.0,G,3.8,69,43.7,83,36.4,60,37.3,85,2.2,74,1.1,73,0.8,78,0.2,80,75
2552,Isaac Lindsey,South Dakota State,G,26,13.7,G,3.8,69,37.6,73,66.7,73,39.1,87,1.1,67,0.6,70,0.3,67,0.0,71,72
2553,Tyler Rice,Hampton,G,26,12.8,G,3.8,69,39.3,75,91.3,94,30.0,76,1.0,66,1.3,75,0.5,71,0.0,71,74
2554,Braden Appelhans,New Mexico,G,26,11.0,G,3.8,69,40.3,77,76.9,82,43.5,93,0.8,65,0.5,69,0.3,67,0.2,80,75
2555,Lee Dort,California,F,29,14.3,F,3.8,71,60.9,92,57.8,74,0.0,66,4.8,82,0.5,73,0.3,72,0.8,84,76
2556,Sam Lecholat,Montana State,F,29,17.7,F,3.8,71,39.3,68,74.4,86,30.6,83,2.9,73,0.8,77,0.5,77,0.6,80,76
2557,Jermaine Washington,San Jose State,G,29,18.8,G,3.8,69,41.4,79,56.3,64,31.7,78,1.5,69,1.0,73,0.5,71,0.0,71,71
2558,Cameron Tweedy,Fairleigh Dickinson,F,24,11.5,F,3.8,71,43.8,73,58.3,74,0.0,66,3.2,74,0.5,73,0.4,74,0.1,69,71
2559,Tank Byard,Rider,F,24,11.3,F,3.8,71,54.4,85,73.9,86,0.0,66,2.7,72,0.5,73,0.3,72,0.4,76,75
2560,Luka Tarlac,Cal Poly,G,23,15.0,G,3.8,69,52.4,97,67.7,74,0.0,60,2.6,77,1.5,76,1.3,88,0.6,97,79
2561,Ryan Jolly,Winthrop,G,27,11.7,G,3.8,69,42.1,80,85.2,89,31.9,78,0.7,64,0.9,72,0.6,74,0.0,71,74
2562,Messiah Jones,Towson,F,31,17.5,F,3.8,71,45.8,75,68.4,82,15.8,75,3.9,78,1.1,81,0.8,85,0.3,74,77
2563,Blake Barker,Army,G,30,20.6,G,3.8,69,33.0,65,70.8,76,27.8,73,2.7,78,1.1,73,0.6,74,0.1,75,72
2564,Andrés Marrero,La Salle,G,25,15.0,G,3.8,69,30.4,61,85.0,88,25.9,71,1.8,72,1.2,74,0.6,74,0.1,75,73
2565,Tyler Ringgold,Tulane,F,25,11.3,F,3.8,71,44.9,74,71.4,84,18.2,76,2.7,72,0.2,69,0.2,69,0.4,76,73
2566,Hunter Erickson,Utah,G,29,18.6,G,3.8,69,40.2,77,90.9,93,36.5,84,1.6,70,1.6,77,0.6,74,0.3,84,78
2567,Assane Diop,Colorado,F,29,15.6,F,3.8,71,35.7,64,80.4,90,17.4,76,4.0,78,0.9,78,0.3,72,0.1,69,74
2568,Isaiah Jackson,Drake,G,29,20.8,G,3.8,69,38.8,75,66.7,73,17.9,61,3.5,83,2.0,80,0.9,80,0.1,75,74
2569,Emory Lanier,Rice,G,28,17.2,G,3.8,69,29.4,60,72.1,78,24.6,69,2.1,74,1.0,73,0.7,76,0.2,80,72
2570,Ruben Rodriguez,Rider,G,28,23.3,G,3.8,69,28.8,60,59.3,67,24.5,69,2.6,77,3.0,88,0.8,78,0.1,75,72
2571,Austin Green,Texas State,F,28,12.8,F,3.8,71,50.0,80,60.4,76,0.0,66,2.8,72,0.3,70,0.2,69,0.2,71,71
2572,Silas Sunday,Hofstra,F,31,13.9,F,3.7,71,65.0,96,60.0,75,0.0,66,4.1,79,0.5,73,0.3,72,1.0,88,77
2573,Trent Perry,UCLA,G,27,11.6,G,3.7,69,37.0,72,84.1,88,33.3,80,1.8,72,0.7,70,0.6,74,0.1,75,75
2574,Isaac Harrell,Elon,F,30,20.8,F,3.7,71,39.8,69,64.0,78,34.4,85,3.9,78,0.4,72,0.6,80,0.2,71,75
2575,Kaden Stuckey,VMI,F,30,13.1,F,3.7,71,52.5,82,69.2,82,20.0,77,2.8,72,0.5,73,0.3,72,0.5,78,75
2576,Keon Ambrose-Hylton,SMU,F,29,12.0,F,3.7,71,53.6,84,58.3,74,25.0,80,2.3,70,0.4,72,0.1,66,0.3,74,73
2577,Arrinten Page,Cincinnati,F,29,9.5,F,3.7,71,49.4,79,63.4,78,44.4,91,2.5,71,0.4,72,0.3,72,0.5,78,76
2578,Dok Muordar,Monmouth,C,29,14.6,C,3.7,72,54.8,76,77.8,92,0.0,73,3.4,74,0.3,72,0.2,73,1.2,85,77
2579,Xavier Amos,Wisconsin,F,29,9.9,F,3.7,71,38.7,67,73.1,85,32.7,84,1.7,67,0.4,72,0.2,69,0.2,71,73
2580,Tim Oboh,Buffalo,C,29,12.2,C,3.7,72,43.8,63,62.8,81,25.0,84,2.2,70,0.2,71,0.3,76,0.3,71,73
2581,Miles Stewart,Howard,F,28,10.5,F,3.7,71,62.5,93,62.2,77,100.0,99,2.4,70,0.8,77,0.4,74,0.4,76,79
2582,Tommy Kamarad,Winthrop,F,28,13.0,F,3.7,71,43.7,73,51.7,69,24.1,79,2.6,71,0.5,73,0.6,80,0.4,76,74
2583,N'famara Dabo,Brown,F,24,17.0,F,3.7,71,55.7,86,47.7,67,0.0,66,4.3,80,0.5,73,0.3,72,1.7,99,76
2584,Elijah Thomas,Eastern Washington,G,24,14.8,G,3.7,69,40.0,77,68.2,74,32.7,79,1.3,68,0.5,69,0.4,69,0.4,89,74
2585,Nic Book,USC Upstate,F,30,15.3,F,3.7,71,53.2,83,44.0,64,0.0,66,3.9,78,0.8,77,0.3,72,0.3,74,73
2586,Ben Shtolzberg,UC Santa Barbara,G,29,13.2,G,3.7,69,53.1,98,94.7,97,25.0,70,1.9,72,1.5,76,0.3,67,0.1,75,78
2587,Davis Molnar,Furman,F,29,11.1,F,3.7,71,50.6,80,90.0,97,27.8,82,2.9,73,1.2,82,0.6,80,0.1,69,79
2588,Nasir DeGruy,Abilene Christian,G,29,18.3,G,3.7,69,35.9,70,76.0,81,14.8,60,1.7,71,1.4,76,1.3,88,0.1,75,73
2589,Isaiah Skinner,USC Upstate,G,31,15.9,G,3.7,69,31.9,63,76.9,82,24.3,69,2.8,78,0.8,71,0.8,78,0.2,80,73
2590,Ademide Badmus,Gardner-Webb,F,27,18.1,F,3.7,71,54.8,85,54.5,71,100.0,99,4.1,79,0.9,78,0.5,77,0.1,69,78
2591,Josiah LeGree,Indiana State,G,27,13.9,G,3.7,69,37.5,73,70.8,76,22.7,67,1.6,70,2.4,83,0.7,76,0.2,80,74
2592,C.J. O'Hara,Green Bay,G,30,12.1,G,3.7,69,50.0,93,71.7,77,11.8,60,2.0,73,0.5,69,0.4,69,0.1,75,73
2593,Andrew Nagy,Long Beach State,F,24,17.3,F,3.7,71,57.6,88,73.3,85,45.0,91,2.2,69,0.4,72,0.3,72,0.3,74,77
2594,Carter Gilmore,Wisconsin,F,29,17.8,F,3.7,71,49.4,79,69.2,82,39.5,88,2.5,71,1.2,82,0.2,69,0.4,76,77
2595,Matt Reed,Tulsa,F,26,11.2,F,3.7,71,39.3,68,71.4,84,29.4,82,2.5,71,0.3,70,0.1,66,0.2,71,72
2596,Chace Davis,Radford,G,26,8.5,G,3.7,69,40.3,77,89.5,92,42.6,91,1.1,67,0.2,67,0.1,63,0.0,71,74
2597,DJ Nix,Cornell,F,25,13.2,F,3.6,71,42.2,71,60.0,75,29.5,83,2.0,68,0.4,72,0.2,69,0.2,71,72
2598,Grant Asman,Lipscomb,C,25,14.5,C,3.6,72,44.0,63,59.3,79,23.7,84,2.2,70,1.0,81,0.5,83,0.5,74,75
2599,Ryan Kiachian,Cornell,C,25,12.3,C,3.6,72,45.6,65,43.8,68,15.4,80,3.3,74,1.9,93,0.3,76,0.5,74,75
2600,Trent Edwards,Morgan State,F,22,12.5,F,3.6,71,57.1,88,64.0,78,0.0,66,2.2,69,0.1,68,0.3,72,1.0,88,75
2601,Makai Richards,Chattanooga,F,30,8.8,F,3.6,71,65.2,96,81.0,91,66.7,99,1.6,67,0.5,73,0.2,69,0.4,76,80
2602,Tyler Powell,Eastern Washington,G,27,18.0,G,3.6,68,37.8,73,57.1,65,32.0,79,2.1,74,0.9,72,0.7,76,0.1,75,72
2603,Tyler Andrews,Eastern Kentucky,G,24,11.2,G,3.6,68,32.9,65,76.2,81,29.8,76,1.8,72,0.5,69,0.4,69,0.1,75,71
2604,Amari McCottry,Saint Louis,G,26,12.8,G,3.6,68,49.3,92,57.1,65,41.7,90,2.8,78,1.0,73,1.0,82,0.2,80,78
2605,Dylan Anderson,Boise State,F,23,10.3,F,3.6,71,53.8,84,66.7,80,38.5,88,1.8,67,0.8,77,0.2,69,0.1,69,75
2606,Emmanuel Tshimanga,New Mexico State,F,28,15.4,F,3.6,71,62.3,93,69.4,82,0.0,66,4.3,80,0.5,73,0.5,77,0.5,78,77
2607,Efstratios Kalliontzis,North Carolina A&T,C,28,19.2,C,3.6,72,55.4,77,67.4,85,0.0,73,3.1,73,0.5,75,0.5,83,0.5,74,76
2608,Angelo Ciaravino,Northwestern,G,27,12.0,G,3.6,68,41.7,79,68.0,74,31.3,78,2.0,73,0.6,70,0.5,71,0.3,84,74
2609,Luke Bamgboye,VCU,F,29,15.9,F,3.6,71,58.4,89,56.0,73,0.0,66,3.1,74,0.4,72,0.6,80,2.1,99,78
2610,Jordan Pickett,SIU Edwardsville,G,31,11.6,G,3.6,68,40.4,77,80.0,84,39.6,88,1.2,67,0.7,70,0.3,67,0.0,71,74
2611,Miles Heide,San Diego State,F,26,15.4,F,3.6,71,69.8,99,22.7,60,0.0,66,3.7,77,0.5,73,0.3,72,0.3,74,74
2612,Varick Lewis,Long Beach State,G,26,11.5,G,3.6,68,36.0,70,68.4,74,30.5,77,0.6,63,0.3,67,0.6,74,0.0,71,70
2613,Boden Kapke,Butler,F,28,11.9,F,3.6,71,38.9,68,60.7,76,27.1,81,2.5,71,0.6,74,0.2,69,0.1,69,72
2614,Shahid Muhammad,UMass,F,28,12.2,F,3.6,71,64.9,96,72.2,84,0.0,66,2.1,69,0.0,66,0.2,69,1.5,99,77
2615,Aaron McBride,Loyola Marymount,F,30,16.8,F,3.6,71,65.7,97,73.1,85,0.0,66,2.9,73,1.0,80,0.5,77,0.8,84,79
2616,Akil Watson,UMass,F,23,10.7,F,3.6,71,42.3,71,58.3,74,25.8,80,2.0,68,0.1,68,0.8,85,0.0,67,73
2617,Damarion Walkup,Southeast Missouri State,G,25,12.2,G,3.6,68,35.4,69,77.8,82,30.9,77,1.6,70,0.5,69,0.5,71,0.1,75,72
2618,Khani Rooths,Louisville,F,29,13.2,F,3.6,71,39.6,68,55.9,72,25.5,80,3.0,73,0.3,70,0.3,72,0.3,74,72
2619,Nate Brafford,Georgia Southern,F,29,15.6,F,3.6,71,46.1,75,52.2,70,40.4,89,2.2,69,0.6,74,0.5,77,0.4,76,75
2620,Lamine Niang,UT Martin,F,29,11.1,F,3.6,71,56.9,87,47.6,66,25.0,80,3.5,76,0.1,68,0.1,66,0.8,84,74
2621,Luke Gray,Oral Roberts,F,29,11.6,F,3.6,71,41.3,70,77.1,88,20.0,77,2.7,72,0.2,69,0.2,69,0.5,78,74
2622,Eric Van Der Heijden,Campbell,F,31,13.9,F,3.5,70,42.3,71,71.4,84,30.8,83,2.8,72,1.8,90,0.5,77,0.5,78,78
2623,Anthony Robinson,Virginia,F,24,9.2,F,3.5,70,72.5,99,61.4,76,0.0,66,2.3,70,0.1,68,0.1,66,0.6,80,74
2624,Max Frazier,Central Connecticut,F,24,10.7,F,3.5,70,63.9,95,38.9,60,0.0,66,2.7,72,0.5,73,0.3,72,0.9,86,74
2625,Juhlawnei Stone,Stephen F. Austin,F,30,18.8,F,3.5,70,54.4,85,47.6,66,0.0,66,4.0,78,0.8,77,0.5,77,0.6,80,74
2626,Ben Roy,Boston University,G,27,24.2,G,3.5,68,41.7,79,48.7,60,26.1,71,2.1,74,2.4,83,0.9,80,0.1,75,73
2627,Aly Tounkara,Lincoln (PA),F,27,15.1,F,3.5,70,61.2,92,34.2,60,0.0,66,4.7,81,0.4,72,0.7,82,0.8,84,75
2628,Ze'Rik Onyema,Texas,F,29,10.9,F,3.5,70,59.4,90,63.4,78,0.0,66,2.7,72,0.4,72,0.4,74,0.4,76,74
2629,Caleb Embeya,Towson,F,31,16.3,F,3.5,70,53.8,84,61.0,76,0.0,66,4.0,78,0.4,72,0.5,77,0.6,80,75
2630,Jalen Ware,Maryland Eastern Shore,F,24,18.8,F,3.5,70,31.0,60,55.6,72,18.9,76,4.3,80,0.4,72,0.8,85,0.7,82,74
2631,Dennis Asoro,Arkansas-Pine Bluff,F,24,8.5,F,3.5,70,65.0,96,26.1,60,0.0,66,1.5,66,0.1,68,0.3,72,0.1,69,70
2632,Jayden Hastings,Boston College,F,29,14.2,F,3.5,70,57.0,87,42.3,63,0.0,66,3.0,73,0.2,69,0.3,72,1.3,95,74
2633,TJ Biel,Southeast Missouri State,G,29,14.0,G,3.5,68,45.0,85,62.1,69,30.6,77,2.7,78,0.4,68,0.4,69,0.3,84,74
2634,Will Shortt,Niagara,F,29,12.6,F,3.5,70,59.7,90,48.1,67,66.7,99,2.6,71,0.3,70,0.4,74,0.5,78,77
2635,Antoni Siewruk,New Hampshire,G,27,9.7,G,3.5,68,41.8,80,70.0,76,38.2,86,0.7,64,0.2,67,0.0,61,0.2,80,72
2636,Eric Michaels,American,F,25,11.8,F,3.5,70,52.1,82,46.4,66,0.0,66,2.5,71,0.3,70,0.1,66,0.6,80,71
2637,London Fields,Louisiana,G,30,11.9,G,3.5,68,35.2,69,71.4,77,30.5,77,1.4,69,0.2,67,0.3,67,0.0,71,70
2638,Matej Bosnjak,Wichita State,C,28,14.8,C,3.5,72,43.0,62,69.0,86,25.0,84,3.5,75,0.6,76,0.3,76,0.3,71,75
2639,Cam'Ron Brown,Coppin State,G,26,23.3,G,3.5,68,35.9,70,72.4,78,37.5,85,2.0,73,2.4,83,0.9,80,0.1,75,76
2640,Darlinstone Dubar,Tennessee,G,24,10.1,G,3.5,68,37.2,72,41.7,60,26.9,72,2.1,74,0.5,69,0.3,67,0.2,80,70
2641,Lincoln Ball,American,G,31,25.8,G,3.5,68,37.6,73,51.3,60,18.5,62,5.9,99,1.8,79,0.8,78,0.3,84,75
2642,Ryan Kalambay,Detroit Mercy,F,31,18.0,F,3.5,70,52.5,82,52.3,70,0.0,66,3.7,77,0.7,76,0.7,82,0.8,84,75
2643,Sam Hoiberg,Nebraska,G,29,21.9,G,3.4,68,47.9,90,88.9,92,40.0,88,2.2,74,1.7,78,1.3,88,0.1,75,81
2644,Luke Davis,New Orleans,F,29,15.0,F,3.4,70,36.1,64,57.1,73,40.0,89,3.8,77,0.3,70,0.4,74,0.2,71,73
2645,Parker Strauss,UC Riverside,G,23,14.0,G,3.4,68,43.5,82,77.8,82,40.0,88,2.6,77,0.8,71,0.7,76,0.1,75,77
2646,Ebrima Dibba,Cleveland State,G,30,25.6,G,3.4,68,40.6,78,41.4,60,33.3,80,3.1,81,4.1,96,0.9,80,0.0,71,76
2647,Quadir Pettaway,Presbyterian,G,30,12.1,G,3.4,68,41.5,79,78.9,83,42.6,91,0.9,65,1.3,75,0.2,65,0.0,71,74
2648,K.J. Hymes,Nevada,F,28,12.5,F,3.4,70,62.1,93,49.0,67,0.0,66,2.4,70,0.2,69,0.4,74,0.4,76,73
2649,Grant Huffman,Vanderbilt,G,28,18.0,G,3.4,68,43.8,83,70.0,76,22.7,67,1.9,72,1.8,79,1.1,84,0.2,80,76
